RTF199	0	0	0	0	15	0	0	0	0	155	29	0	0	0	0	3548	14	720	0	471	72	0	6960	317	0	0	0	0	0	0	837	44	123	5	0	0	22	55	0	0	0	0	0	0	825	0	0	0	3658	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	51	149	0	0	0	0	0	1093	111	0	2320	0	0	0	0	317	404	0	0	0	0	0	377	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	3826	0	0	8	0	0	0	0	0	0	0	0	36	132	0	0	0	0	0	0	0	0	0	0	0	0	1453	0	90	205	0	0	23	170	1288	0	0	0	26	76	17	130	0	0	0	0	30	0	173	0	56	0	0	6	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	426	0	179	0	338	0	0	0	9	0	0	0	0	0	0	116	179	0	0	12	311	0	0	0	0	0	6	14	0	0	0	0	0	0	0	0	0	0	0	5	47	0	0	0	0	0	0	0	0	410	0	0	0	0	65	0	717	0	0	149	0	0	0	193	0	4377	0	10	0	37	0	0	0
RTF200	0	0	0	0	4	0	0	0	0	234	11	0	0	0	0	532	0	494	0	329	34	0	5023	961	0	0	0	0	8	0	164	0	38	0	0	0	0	13	0	0	0	0	0	0	434	0	0	0	15241	0	0	0	0	0	0	0	0	10	50	0	0	0	0	0	0	0	0	1224	67	0	0	0	0	0	348	155	0	561	0	0	0	0	20	60	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	108	51	0	0	0	0	5168	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	57	12	0	0	0	0	0	445	0	416	99	0	0	11	98	270	0	0	0	0	16	30	24	0	0	0	0	5	0	51	0	17	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	79	0	148	0	0	0	0	0	0	0	0	0	0	1697	264	0	0	13	72	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	10	19	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	172	0	0	27	0	0	0	20	0	992	0	22	0	73	0	0	0
RTF221	0	0	0	42	0	0	0	0	19	36	25	0	0	0	0	36	0	1227	0	72	60	0	334	0	4	0	0	0	0	0	0	0	3	0	0	0	6	36	0	0	0	0	0	0	8	0	0	0	462	0	3	0	0	0	0	0	0	0	0	0	0	0	141	0	0	32	0	0	148	0	0	35	0	0	64	0	0	0	0	368	0	0	0	0	25	50	0	0	0	254	37	0	0	0	0	0	0	0	14	0	0	114	0	0	0	0	0	87	0	0	0	0	0	0	0	51	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	221	0	0	73	0	75	0	0	126	32	0	0	0	0	14	0	0	0	0	0	0	10	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	140	138	78	6	0	0	32	0	0	0	0	0	0	0	20	127	20	333	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	29542	259	0	0	44	0	0	115	0	0	0	0	0	0	0	6	0	0	0	9	0	21	0	0	0	0	0	0	0	0	0	12	0	19	22	0	0	0	33	23	0	11	0	112	0	0	0	67	37	0	61	21	13	126	14	0	0	0
RTF224	0	0	0	0	0	0	0	0	210	111	57	0	111	49	0	98	13	2082	0	783	35	0	3068	9	0	0	0	0	0	0	8	5	67	0	22	0	25	37	0	0	0	25	0	19	0	0	0	0	3686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	21	0	0	21	0	0	56	0	0	0	0	0	46	0	0	0	0	0	28	0	0	0	0	0	0	12	0	0	19	0	2445	6	4	0	0	5	0	0	0	66	6	0	34	0	0	0	0	0	31	0	20	0	23	0	0	0	0	0	38	13	0	28	1680	73	20	76	0	194	0	21	740	43	0	0	0	0	22	51	0	0	0	0	0	88	43	0	255	30	0	0	14	0	0	18	0	0	19	4	6	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	52	61	0	0	0	0	0	0	0	25	0	0	0	0	32	0	230	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	4	0	12967	198	0	0	173	7	0	351	0	0	0	0	50	0	0	0	107	0	0	277	0	14	0	0	14	11	0	28	0	0	0	0	0	27	123	44	0	0	220	628	0	49	122	337	38	6	51	257	174	16	818	61	171	279	38	0	0	0
RTF226	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	641	46959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RTF227	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	126	0	112	0	0	448	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	7	4	0	0	5258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	4	0	0	0	0	50	0	0	0	0	0	0	7	0	0	0	0	4	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	104	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	2	0	0	0	3087	31423	0	0	0	14	2	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	3	0	0	0	0	0	0	5	0	0	0	9	14	0	0	0	0	0	0	0	15	14	0	6	0	7	0	0	0	0	0
RTF229	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	106	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	41483	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RTF252	0	0	0	0	5	0	0	0	12	130	144	0	0	0	0	3226	20	820	34	1142	39	0	7953	0	3	0	0	0	0	0	175	35	54	0	6	0	0	102	0	0	0	0	0	0	374	0	0	0	17863	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	15	18	0	0	0	0	0	1342	146	0	1159	0	0	0	0	394	204	0	0	0	0	0	1429	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	1636	0	0	4	0	0	0	0	0	0	0	0	48	25	0	0	53	0	0	0	16	0	0	0	0	0	1034	0	84	616	0	0	86	28	622	0	0	0	0	14	57	154	0	0	0	0	0	0	199	0	111	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	121	908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	70	0	41	0	0	0	22	0	0	0	0	0	0	550	296	0	0	65	123	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	37	39	0	0	0	8	0	0	0	0	280	0	0	0	0	448	0	405	38	0	256	0	0	0	278	0	104	0	28	0	13	0	0	0
RTF253	0	0	0	0	11	0	0	0	8	103	73	0	0	0	0	2202	34	570	10	839	18	0	5196	0	0	0	0	0	0	0	120	27	49	0	6	0	7	57	0	0	0	0	0	0	309	0	0	0	20614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	36	0	3	0	0	0	650	310	0	870	0	0	0	0	245	140	0	0	0	0	0	1030	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	1439	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	39	0	0	0	11	0	0	0	0	0	661	0	70	449	0	0	43	24	443	0	0	0	0	14	33	135	0	0	0	0	3	0	91	0	85	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	100	0	134	0	0	0	11	0	0	0	0	50	0	2055	3380	0	0	42	163	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	25	27	0	0	0	0	0	0	0	0	162	0	0	0	0	242	0	244	30	0	129	0	0	0	237	0	96	0	30	0	12	0	0	0
RTF254	0	0	0	0	34	0	0	0	37	431	107	0	0	0	0	2241	60	838	0	3068	32	0	9221	0	73	0	0	0	14	0	211	85	238	0	52	0	127	77	0	0	0	0	0	0	250	0	0	0	14806	0	0	0	0	0	0	0	0	3	83	0	0	0	0	0	0	0	7	0	53	0	0	0	0	0	536	17	0	1058	0	0	0	0	288	124	0	5	0	0	0	760	0	0	13	0	54	7	0	0	0	0	0	47	0	0	0	0	0	711	0	0	0	0	0	0	0	0	0	45	0	670	17	21	0	239	0	0	31	22	36	0	0	0	0	1797	0	365	955	0	0	157	98	840	0	0	0	0	0	75	563	22	0	0	0	55	0	111	0	125	0	0	5	0	0	0	24	0	0	0	19	0	0	0	0	0	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	1112	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	181	0	84	0	130	0	0	0	66	0	0	0	0	9	0	1081	496	15	0	175	41	0	5	0	0	0	0	86	0	0	34	0	0	0	0	0	0	0	0	178	25	9	0	0	0	0	0	0	0	341	0	0	0	0	229	0	333	19	0	396	0	0	12	294	0	361	0	234	8	71	0	24	0
RTF255	0	0	0	0	0	0	0	0	18	249	80	0	0	0	0	812	0	645	14	489	0	0	5312	0	0	0	0	0	0	0	62	27	21	0	6	0	20	84	0	0	0	0	0	0	210	0	0	0	15703	0	0	0	0	0	0	0	0	10	0	6	0	0	0	0	0	0	0	0	19	0	0	0	0	0	309	137	0	478	0	0	0	0	102	86	0	0	0	0	0	734	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	1087	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	43	0	16	0	0	0	0	472	0	184	346	0	0	33	0	333	0	0	0	0	0	36	87	0	0	0	0	7	0	77	0	59	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	119	579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	115	0	114	0	0	0	11	0	0	0	0	27	0	2758	411	0	0	97	47	0	0	0	0	0	0	16	0	0	11	0	0	0	0	0	0	0	0	22	38	0	0	0	7	0	0	0	0	115	0	0	0	0	39	0	268	31	0	88	0	0	0	122	0	196	0	112	4	7	0	0	0
RTF256	0	0	0	0	0	0	0	0	28	148	42	0	0	0	0	866	11	1169	0	294	67	0	7550	416	0	0	0	0	0	0	300	37	56	0	0	0	21	52	0	0	0	0	0	0	437	0	0	0	15697	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	268	0	0	0	0	0	107	324	0	896	0	0	0	0	58	85	0	0	0	0	0	1141	0	0	0	0	0	0	0	0	10	0	0	26	12	0	0	0	0	437	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	25	15	0	0	0	0	0	534	0	149	343	0	0	50	59	539	0	0	0	0	0	80	156	0	0	0	0	42	0	161	0	42	0	0	48	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	1597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	239	0	369	0	0	0	0	0	0	0	10	20	0	900	440	0	0	118	138	0	20	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	24	23	0	0	0	0	0	0	0	0	180	0	0	0	0	98	0	289	18	0	74	0	0	0	230	0	2423	0	48	0	4	0	0	0
RTF257	0	0	0	0	9	0	0	0	13	113	51	0	0	0	0	1029	0	1071	0	217	71	0	8146	334	0	0	0	0	0	0	285	12	67	0	10	0	23	48	0	0	0	0	0	0	499	0	0	0	16262	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	216	0	0	0	0	0	143	539	0	1026	0	0	0	0	95	79	0	0	0	0	0	1028	0	0	0	0	0	0	0	0	0	0	0	19	17	0	0	0	0	1594	0	0	0	0	0	0	0	0	0	0	0	111	29	0	0	0	0	0	21	0	0	0	0	0	0	531	0	131	268	0	0	64	51	544	0	0	0	3	11	93	151	0	0	0	0	22	0	118	0	36	0	0	52	0	0	0	0	0	0	0	5	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	1524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	174	0	299	0	0	0	13	0	0	15	0	0	0	563	374	0	41	71	215	0	11	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	22	25	3	13	0	0	0	0	0	0	151	0	0	0	0	131	0	282	21	0	58	0	0	0	271	0	2429	0	39	0	16	0	0	0
RTF258	0	0	0	0	0	0	0	0	18	241	26	0	0	0	0	393	0	576	20	266	46	10	14743	305	4	0	0	0	0	0	197	11	14	0	0	0	32	34	0	0	0	0	0	7	266	0	0	0	9985	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	152	0	0	0	0	0	71	161	0	570	0	0	0	0	25	71	0	0	0	0	0	581	0	0	0	0	0	0	0	0	10	0	0	20	0	0	0	0	0	1019	0	0	0	0	0	0	0	0	0	0	0	78	11	0	0	0	0	0	0	23	14	0	0	0	0	544	0	391	261	0	0	121	58	384	0	0	0	6	0	71	178	0	0	0	0	18	0	106	0	75	0	0	28	0	0	0	6	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	7	0	0	0	0	0	0	49	886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	122	0	331	0	0	0	7	0	0	0	0	0	0	409	230	0	0	35	89	0	0	0	0	0	21	44	0	0	13	0	0	0	0	0	0	0	0	58	31	12	0	0	2	0	0	0	0	150	0	0	0	0	84	0	139	11	0	68	0	0	0	184	0	1501	0	268	0	11	0	0	0
RTF259	0	0	0	0	0	0	0	0	32	125	18	0	0	0	0	627	15	1302	0	254	39	0	7536	450	0	0	0	0	0	0	206	12	54	0	8	0	23	51	0	0	0	0	0	0	797	0	0	0	21592	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	187	0	0	0	0	0	41	218	0	714	0	0	0	0	25	54	0	0	0	0	0	402	0	0	0	0	0	0	0	0	18	0	0	15	0	0	0	0	0	404	0	0	0	0	0	0	0	0	0	0	0	102	17	0	6	0	0	0	40	15	0	0	0	0	0	449	0	188	244	0	0	56	37	367	0	0	0	0	10	97	193	0	0	0	0	44	0	99	0	111	0	0	17	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	1250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	80	0	267	0	0	0	0	0	0	0	0	0	0	252	220	0	0	68	120	0	0	0	0	0	0	12	0	0	16	0	0	0	0	0	0	0	0	36	6	0	2	0	0	0	0	0	0	151	0	0	0	0	96	0	199	13	0	35	0	0	0	149	0	1792	0	106	0	13	0	0	0
RTF260	0	0	0	0	19	0	0	0	68	106	76	0	0	0	0	1495	35	1604	0	583	125	24	13919	982	35	0	0	0	11	0	772	50	289	0	15	5	92	146	0	0	0	0	0	11	1050	0	0	0	12397	0	0	0	0	0	2	0	0	0	0	52	0	0	8	0	0	0	0	0	302	0	0	0	0	0	289	238	0	2422	0	0	0	0	137	223	0	0	0	0	0	949	0	0	0	0	0	3	0	0	0	0	0	48	8	0	0	0	0	1007	0	0	30	0	0	0	0	0	0	0	0	201	69	0	28	0	0	0	127	57	0	0	0	0	0	1481	0	167	511	0	0	50	121	1045	0	0	0	0	27	283	657	0	0	0	0	52	0	222	0	94	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	14	0	0	0	0	0	0	188	2763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297	0	186	0	393	0	0	0	10	0	0	3	0	0	0	596	333	0	0	83	247	0	0	0	0	0	0	62	0	0	31	0	0	0	0	0	0	0	0	63	51	10	0	0	0	0	0	0	0	563	0	0	0	0	422	0	662	60	0	167	0	0	0	453	0	4603	0	77	0	25	0	0	0
RTF281	0	0	0	0	0	0	0	0	26	135	26	29	0	0	0	0	0	1121	0	127	335	0	238	148	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	480	0	0	0	25395	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	210	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	28	0	0	11	0	292	0	0	0	0	0	0	26	0	0	0	0	0	7	8	0	7	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	187	10	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	121	0	97	0	0	0	0	0	0	0	0	17	0	13238	1162	0	0	22	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	11	0	0	0	0	13	0	0	7	0	23	0	0	0	26	7	0	33	0	0	8	17	0	0	0
RTF282	1431	0	0	13	0	10	0	0	101	42	355	176	128	85	0	152	98	917	0	230	69	13	2910	0	39	13	0	0	0	0	0	46	140	0	30	15	50	88	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	100	0	0	224	0	0	147	64	0	107	91	0	5	510	611	0	434	0	2066	25	21	186	6	0	0	0	0	1104	406	18	11	45	0	0	0	0	0	0	0	86	0	47	25	0	0	10	378	77	41	0	15	60	0	0	42	73	20	0	0	0	0	14	1196	18	46	7	0	286	0	262	529	0	0	0	0	14	22	0	0	0	0	0	32	27	49	0	504	36	0	0	7	0	0	92	14	71	33	0	0	128	574	0	0	0	63	0	0	43	11	0	0	0	0	62	0	95	14	0	0	0	231	77	0	83	0	56	0	0	0	0	0	403	928	722	102	0	107	88	0	156	34	0	0	0	23	62	0	0	0	0	0	0	0	0	43	0	13	57	21	761	0	0	0	19	0	0	0	0	96	402	8	201	0	47	7	0	0	5	0	117	0	0	16	30	0	189	25	138	45	0	269	321	5	0	177	258	13	0	0	576	337	11	537	68	84	350	0	14	439	0
RTF283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	241	0	0	0	0	0	0	0	0	19772	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0
RTF284	0	13	0	0	0	0	0	0	261	196	602	16	170	218	30	0	0	1887	21	88	49	0	1767	0	1038	143	0	0	0	0	0	0	12	0	0	0	23	128	0	0	0	0	0	0	0	0	7	0	0	0	26	0	0	0	5	0	0	0	0	0	11	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	6	0	33	0	0	0	0	0	0	0	0	8	0	33	682	13	90	262	0	140	0	0	367	16	52	0	0	0	0	0	0	4	0	0	0	116	11	0	692	48	0	0	3	0	0	0	0	0	229	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	875	0	0	0	0	0	0	0	0	0	0	0	97	130	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	14495	0	0	0	554	0	0	1598	0	0	0	0	0	0	40	0	70	0	0	192	0	43	0	0	0	20	0	0	0	0	0	0	0	154	0	102	0	0	179	354	0	2	69	220	40	0	0	323	93	0	480	71	0	73	0	49	0	0
RTF285	1001	0	0	9	0	35	0	7	147	216	367	72	75	90	0	10	5	2063	31	504	322	0	3549	11	7	0	0	0	0	0	0	0	0	0	12	0	22	19	0	0	0	8	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	14	0	0	34	0	0	36	29	0	265	0	0	69	19	0	58	11	0	11	103	65	2	413	0	2035	38	7	0	0	0	0	5	0	125	242	0	33	35	0	0	0	0	0	0	0	80	11	0	0	0	0	81	53	32	36	0	0	0	0	0	0	35	0	0	25	18	0	18	790	36	17	34	0	127	0	247	357	39	0	0	0	0	15	53	16	0	0	0	0	31	54	0	301	23	0	0	0	0	0	95	4	6	48	0	0	26	226	0	0	0	5	0	5	9	28	0	0	0	0	12	0	28	0	165	5	0	662	185	0	107	8	0	0	0	0	0	0	168	549	472	50	42	23	47	0	32	27	0	0	0	0	0	0	7	0	0	0	0	4531	0	0	0	339	37	0	2148	21	18	0	0	0	0	18	20	50	28	0	70	23	52	0	17	0	6	0	17	2	0	0	26	0	240	26	166	85	8	240	399	25	17	32	438	0	0	0	354	53	6	633	64	127	94	18	3	189	0
RTF287	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	20	0	14	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	22	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	41626	0	0	0	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	3	0	19	0	0	0	7	0	0	9	0	0	0	0	0	0	0
RTF289	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45783	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
RTF290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	9	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42237	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	8	0	0	0	0	15	0	0	0	12	4	4	0	0	0	0	0	0	0	0
